Дата,Телевизия,Предаване,Кандидат,Партия,Линк
2021-10-15,БНТ,Панорама,Румяна Ченалова,5 - ВЪЗРАЖДАНЕ,https://bnt.bg/news/panorama-15102021-299253news.html
2021-10-15,БНТ,Панорама,Виктор Серафимов,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://bnt.bg/news/panorama-15102021-299253news.html
2021-10-15,БНТ,Панорама,Александър Томов,10 - БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,https://bnt.bg/news/panorama-15102021-299253news.html
2021-10-15,БНТ,Панорама,Христо Дунчев,35 - ПАРТИЯ НА ЗЕЛЕНИТЕ,https://bnt.bg/news/panorama-15102021-299253news.html
2021-10-15,БНТ,Панорама,Симеон Славчев,26 - МИР,https://bnt.bg/news/panorama-15102021-299253news.html
2021-10-15,БНТ,Панорама,Георги Георгиев,22 - БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,https://bnt.bg/news/panorama-15102021-299253news.html
2021-10-15,БНТ,Панорама,Волен Сидеров,11 - АТАКА,https://bnt.bg/news/panorama-15102021-299253news.html
2021-10-15,Nova,"""Здравей, България""",Ива Митева,24 - ИТН,https://nova.bg/news/view/2021/10/15/342994/%D0%B8%D0%B2%D0%B0-%D0%BC%D0%B8%D1%82%D0%B5%D0%B2%D0%B0-%D0%B2%D1%8A%D0%B7%D0%BC%D0%BE%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%82%D0%B0-%D0%B7%D0%B0-%D0%BA%D0%BE%D0%B0%D0%BB%D0%B8%D1%86%D0%B8%D1%8F-%D0%BD%D0%B0-%D0%BF%D1%80%D0%BE%D1%82%D0%B5%D1%81%D1%82%D0%BD%D0%B8%D1%82%D0%B5-%D0%BF%D0%B0%D1%80%D1%82%D0%B8%D0%B8-%D0%B5-80/
2021-10-16,Nova,Събуди се,Николай Хаджигенов,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://nova.bg/news/view/2021/10/16/343096/%D1%85%D0%B0%D0%B4%D0%B6%D0%B8%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2-%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%BD%D0%BE-%D1%81%D0%BF%D0%BE%D1%80%D0%B0%D0%B7%D1%83%D0%BC%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BF%D0%BE-%D1%81%D0%BA%D0%BE%D1%80%D0%BE-%D0%BD%D1%8F%D0%BC%D0%B0-%D0%B4%D0%B0-%D0%B8%D0%BC%D0%B0/
2021-10-16,Nova,Офанзива,Владислав Панев,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://nova.bg/news/view/2021/10/16/343136/%D0%B2%D0%BB%D0%B0%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2-%D0%BF%D0%B0%D0%BD%D0%B5%D0%B2-%D0%B4%D0%B1-20-%D0%BF%D0%BE-%D0%BD%D0%B8%D1%81%D0%BA%D0%B0-%D1%86%D0%B5%D0%BD%D0%B0-%D0%BD%D0%B0-%D0%B3%D0%B0%D0%B7%D0%B0-%D0%B0%D0%BA%D0%BE-%D0%B5-%D0%B2%D0%BD%D0%B5%D1%81%D0%B5%D0%BD-%D0%BE%D1%82-%D0%B0%D0%B7%D0%B5%D1%80%D0%B1%D0%B0%D0%B9%D0%B4%D0%B6%D0%B0%D0%BD/
2021-10-16,Nova,Офанзива,Асен Василев,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://nova.bg/news/view/2021/10/16/343138/%D0%B2%D0%B0%D1%81%D0%B8%D0%BB%D0%B5%D0%B2-%D0%BD%D0%B5-%D0%B2%D0%BE%D0%B4%D0%B8%D0%BC-%D0%BF%D0%B0%D1%80%D1%82%D0%B8%D0%B9%D0%BD%D0%BE-%D0%B0%D0%BD%D0%B3%D0%B0%D0%B6%D0%B8%D1%80%D0%B0%D0%BD%D0%B8-%D1%80%D0%B0%D0%B7%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B8-%D0%B0-%D1%87%D0%B8%D1%81%D1%82%D0%BE-%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B5%D0%BB%D1%81%D0%BA%D0%B8/
2021-10-16,Nova,Офанзива,Иван Иванов,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/16/343139/%D0%B8%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2-%D0%B7%D0%B0%D0%BA%D1%80%D0%B8%D0%B2%D0%B0%D0%BD%D0%B5%D1%82%D0%BE-%D0%BD%D0%B0-%D1%81%D0%BF%D0%B5%D1%86%D0%BF%D1%80%D0%BE%D0%BA%D1%83%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0%D1%82%D0%B0-%D0%B8-%D1%81%D0%BF%D0%B5%D1%86%D1%81%D1%8A%D0%B4%D0%B0-%D0%B5-%D0%BD%D0%B0%D0%BB%D0%B5%D0%B6%D0%B0%D1%89%D0%BE/
2021-10-16,Nova,Офанзива,Асен Балтов,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/16/343140/%D0%BF%D1%80%D0%BE%D1%84-%D0%B1%D0%B0%D0%BB%D1%82%D0%BE%D0%B2-%D0%BE%D1%87%D0%B0%D0%BA%D0%B2%D0%B0-%D1%81%D0%B5-50-%D1%83%D0%B2%D0%B5%D0%BB%D0%B8%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BD%D0%B0-%D1%81%D0%BC%D1%8A%D1%80%D1%82%D0%BD%D0%BE%D1%81%D1%82%D1%82%D0%B0-%D0%BE%D1%82-covid-19/
2021-10-16,bTV,Тази събота и неделя,Мая Манолова,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-kandidat-deputatat-ot-ibgni-maja-manolova.html
2021-10-16,bTV,Тази събота и неделя,Ерджан Ебатин,17 - ДПС,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-vodachat-na-listata-na-dps-vav-varna-erdzhan-ebatin.html
2021-10-16,bTV,Тази събота и неделя,Деян Николов,5 - ВЪЗРАЖДАНЕ,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-kandidat-deputatat-ot-vazrazhdane-dejan-nikolov.html
2021-10-17,Nova,Събуди се,Асен Балтов,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/17/343179/%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%B5-%D0%B7%D0%B0-%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0-%D1%83%D0%BF%D0%BE%D1%82%D1%80%D0%B5%D0%B1%D0%B0-%D1%81%D0%BF%D0%BE%D1%80%D1%8F%D1%82-%D0%B3%D0%B5%D1%80%D0%B1-%D0%B8-%D0%B1%D1%81%D0%BF/
2021-10-17,Nova,Събуди се,Георги Михайлов,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/17/343179/%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%B5-%D0%B7%D0%B0-%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0-%D1%83%D0%BF%D0%BE%D1%82%D1%80%D0%B5%D0%B1%D0%B0-%D1%81%D0%BF%D0%BE%D1%80%D1%8F%D1%82-%D0%B3%D0%B5%D1%80%D0%B1-%D0%B8-%D0%B1%D1%81%D0%BF/
2021-10-17,Nova,На фокус с Лора Крумова,Невяна Митева,0 - НЕЗАВИСИМ КАНДИДАТ,https://nova.bg/news/view/2021/10/17/343227/%D0%BF%D0%BE%D0%BB%D0%BA-%D0%BC%D0%B8%D1%82%D0%B5%D0%B2%D0%B0-%D1%83%D0%BC%D0%BE%D1%80%D0%B8%D1%85%D0%BC%D0%B5-%D1%81%D0%B5-%D0%BE%D1%82-%D1%80%D0%B5%D1%81%D1%82%D0%B0%D1%80%D1%82-%D0%BD%D0%B0-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B0-%D1%82%D1%80%D1%8F%D0%B1%D0%B2%D0%B0-%D0%B4%D0%B0-%D0%BD%D0%B0%D0%B4%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BC%D0%B5/
2021-10-17,Nova,На фокус с Лора Крумова,Христо Иванов,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://nova.bg/news/view/2021/10/17/343224/%D1%85%D1%80%D0%B8%D1%81%D1%82%D0%BE-%D0%B8%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2-%D0%B3%D0%B5%D1%80%D0%B1-%D0%B8-%D0%B4%D0%BF%D1%81-%D1%81%D0%B5-%D0%BE%D0%BF%D0%B8%D1%82%D0%B0%D1%85%D0%B0-%D0%B4%D0%B0-%D0%BD%D0%B8-%D0%B4%D0%B5%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%80%D0%B8%D1%80%D0%B0%D1%82-%D1%81%D0%BB%D1%83%D0%B6%D0%B5%D0%B1%D0%BD%D0%BE-%D0%B2-%D1%81%D1%82%D0%B0%D1%80%D0%B0-%D0%B7%D0%B0%D0%B3%D0%BE%D1%80%D0%B0-%D0%B8-%D0%BE%D1%89%D0%B5-8-%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D0%B0/
2021-10-17,bTV,Тази събота и неделя,Николай Хаджигенов,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/liderski-intervjuta-nikolaj-hadzhigenov-ot-ibgni.html
2021-10-17,bTV,bTV Дебати парламентарни избори,Радомир Чолаков,32 - ГЕРБ-СДС,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/bitkata-za-novija-parlament-parvi-predizboren-debat.html
2021-10-17,bTV,bTV Дебати парламентарни избори,Явор Божанков,33 - БСП ЗА БЪЛГАРИЯ,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/bitkata-za-novija-parlament-parvi-predizboren-debat.html
2021-10-17,bTV,bTV Дебати парламентарни избори,Николай Събев,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/bitkata-za-novija-parlament-parvi-predizboren-debat.html
2021-10-17,bTV,bTV Дебати парламентарни избори,Елисавета Белобрадова,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/bitkata-za-novija-parlament-parvi-predizboren-debat.html
2021-10-18,Nova,Твоят ден,Весела Лечева,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/18/343279/%D0%B2%D0%B5%D1%81%D0%B5%D0%BB%D0%B0-%D0%BB%D0%B5%D1%87%D0%B5%D0%B2%D0%B0-%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D1%83%D1%80%D0%B8%D1%82%D0%B5-%D0%BD%D0%B0-%D0%B1%D1%81%D0%BF-%D0%BF%D0%BE%D0%B4%D0%BA%D1%80%D0%B5%D0%BF%D0%B8%D1%85%D0%B0-%D1%80%D0%B0%D0%B4%D0%B5%D0%B2-%D0%BE%D1%89%D0%B5-%D0%B2-%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BE%D1%82%D0%BE-%D0%BD%D0%B0-%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0%D1%82%D0%B0/
2021-10-18,Nova,"""Здравей, България""",Георги Свиленски,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/18/343269/%D0%B3%D0%B5%D0%BE%D1%80%D0%B3%D0%B8-%D1%81%D0%B2%D0%B8%D0%BB%D0%B5%D0%BD%D1%81%D0%BA%D0%B8-85-%D0%B5-%D0%B2%D0%B5%D1%80%D0%BE%D1%8F%D1%82%D0%BD%D0%BE%D1%81%D1%82%D1%82%D0%B0-%D0%B4%D0%B0-%D0%B8%D0%BC%D0%B0-%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE-%D1%81%D0%BB%D0%B5%D0%B4-%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B8%D1%82%D0%B5/
2021-10-18,БНТ,Още от деня,Искра Михайлова,5 - ВЪЗРАЖДАНЕ,https://bnt.bg/news/iskra-mihailova-kandidat-za-naroden-predstavitel-ot-pp-vazrazhdane-v305404-299365news.html
2021-10-18,bTV,Тази сутрин,Милен Михов,21 -  ВМРО-БНД,https://btvnovinite.bg/predavania/tazi-sutrin/bitkata-na-milen-mihov-kam-dondukov-2.html
2021-10-18,БНТ,БНТ Дебати парламентарни избори,Петър Петров,5 - ВЪЗРАЖДАНЕ,https://bnt.bg/news/disput-za-prioritetite-na-balgariya-v305388-299365news.html
2021-10-18,БНТ,БНТ Дебати парламентарни избори,Никола Вапцаров,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://bnt.bg/news/disput-za-prioritetite-na-balgariya-v305388-299365news.html
2021-10-18,БНТ,БНТ Дебати парламентарни избори,Елена Гунчева,5 - ВЪЗРАЖДАНЕ,https://bnt.bg/news/debatat-za-balgariya-v305418-299349news.html
2021-10-18,БНТ,БНТ Дебати парламентарни избори,Николай Малинов,2 - РУСОФИЛИ ЗА ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,https://bnt.bg/news/debatat-za-balgariya-v305418-299349news.html
2021-10-18,БНТ,БНТ Дебати парламентарни избори,Светослав Витков,14 - ГЛАС НАРОДЕН,https://bnt.bg/news/debatat-za-balgariya-v305418-299349news.html
2021-10-18,БНТ,БНТ Дебати парламентарни избори,Георги Георгиев,22 - БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,https://bnt.bg/news/debatat-za-balgariya-v305418-299349news.html
2021-10-19,Nova,Твоят ден,Светослав Витков,14 - ГЛАС НАРОДЕН,https://nova.bg/news/view/2021/10/19/343387/%D1%81%D0%B2%D0%B5%D1%82%D0%BB%D1%8C%D0%BE-%D0%B2%D0%B8%D1%82%D0%BA%D0%BE%D0%B2-%D1%80%D1%83%D0%BC%D0%B5%D0%BD-%D1%80%D0%B0%D0%B4%D0%B5%D0%B2-%D0%B5-%D0%BD%D0%B0%D0%B9-%D0%B3%D0%BE%D0%BB%D0%B5%D0%BC%D0%B8%D1%8F%D1%82-%D0%BA%D0%BE%D0%BD%D0%BA%D1%83%D1%80%D0%B5%D0%BD%D1%82-%D0%B2-%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D1%81%D0%BA%D0%B8%D1%82%D0%B5-%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B8/
2021-10-19,Nova,Твоят ден,Мария Капон,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://nova.bg/news/view/2021/10/19/343383/%D0%BA%D0%B0%D0%BF%D0%BE%D0%BD-%D0%B3%D0%B5%D1%80%D0%B1-%D0%B8-%D0%B4%D0%BF%D1%81-%D1%81%D0%B0-%D1%87%D0%B5%D1%80%D0%B2%D0%B5%D0%BD%D0%B8-%D0%BB%D0%B8%D0%BD%D0%B8%D0%B8-%D0%BA%D0%BE%D0%B8%D1%82%D0%BE-%D0%BD%D0%B5-%D0%BF%D1%80%D0%B5%D0%BC%D0%B8%D0%BD%D0%B0%D0%B2%D0%B0%D0%BC%D0%B5/
2021-10-19,Nova,Денят на живо,Асен Василев,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://nova.bg/news/view/2021/10/19/343437/%D0%B0%D1%81%D0%B5%D0%BD-%D0%B2%D0%B0%D1%81%D0%B8%D0%BB%D0%B5%D0%B2-%D0%B3%D0%B5%D1%80%D0%B1-%D0%B7%D0%B0%D0%BF%D0%BB%D0%B0%D1%88%D0%B2%D0%B0-%D1%85%D0%BE%D1%80%D0%B0-%D1%87%D0%B5-%D0%B0%D0%BA%D0%BE-%D0%BD%D0%B5-%D0%B3%D0%BB%D0%B0%D1%81%D1%83%D0%B2%D0%B0%D1%82-%D0%B7%D0%B0-%D1%82%D1%8F%D1%85-%D1%89%D0%B5-%D0%B1%D1%8A%D0%B4%D0%B0%D1%82-%D1%83%D0%B2%D0%BE%D0%BB%D0%BD%D0%B5%D0%BD%D0%B8/
2021-10-19,Nova,"""Здравей, България""",Томислав Дончев,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/19/343380/%D1%82%D0%BE%D0%BC%D0%B8%D1%81%D0%BB%D0%B0%D0%B2-%D0%B4%D0%BE%D0%BD%D1%87%D0%B5%D0%B2-%D0%BD%D0%B5-%D0%B8%D0%B7%D0%BA%D0%BB%D1%8E%D1%87%D0%B2%D0%B0%D0%BC-%D0%BF%D0%B0%D0%B7%D0%B0%D1%80%D0%BD%D0%B8-%D1%81%D0%BF%D0%B5%D0%BA%D1%83%D0%BB%D0%B0%D1%86%D0%B8%D0%B8-%D0%BF%D1%80%D0%B8-%D1%82%D1%8A%D1%80%D0%B3%D0%BE%D0%B2%D0%B8%D1%8F%D1%82%D0%B0-%D1%81-%D1%82%D0%BE%D0%BA%D0%B0/
2021-10-19,БНТ,Още от деня,Даниел Митов,32 - ГЕРБ-СДС,https://bnt.bg/news/daniel-mitov-kandidat-za-naroden-predstavitel-ot-kp-gerb-sds-v305482-299387news.html
2021-10-19,БНТ,Денят започва,Иван Ченчев,33 - БСП ЗА БЪЛГАРИЯ,https://bnt.bg/news/ivan-chenchev-kandidat-za-naroden-predstavitel-ot-bsp-za-balgariya-v305435-299387news.html
2021-10-19,БНТ,Денят започва,Иво Божков,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://bnt.bg/news/ivo-bozhkov-kandidat-za-naroden-predstavitel-ot-demokratichna-balgariya-v305437-299387news.html
2021-10-19,bTV,Лице в лице,Цветан Цветанов,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://btvnovinite.bg/predavania/lice-v-lice/bitkata-za-47-parlament-cvetan-cvetanov-i-nikolaj-malinov-v-debat-za-diversifikacijata-i-nezavisimostta-na-stranata-ni.html
2021-10-19,bTV,Лице в лице,Николай Малинов,2 - РУСОФИЛИ ЗА ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,https://btvnovinite.bg/predavania/lice-v-lice/bitkata-za-47-parlament-cvetan-cvetanov-i-nikolaj-malinov-v-debat-za-diversifikacijata-i-nezavisimostta-na-stranata-ni.html
2021-10-20,Nova,Твоят ден,Костадин Костадинов,5 - ВЪЗРАЖДАНЕ,https://nova.bg/news/view/2021/10/20/343516/%D0%BA%D0%BE%D1%81%D1%82%D0%B0%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2-%D0%B7%D0%B0%D0%BF%D0%BE%D0%B2%D0%B5%D0%B4%D1%82%D0%B0-%D0%B7%D0%B0-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82-%D0%B5-%D0%BD%D0%B0%D1%81%D0%B8%D0%BB%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%B0-%D0%B8-%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%D0%BE%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0/
2021-10-20,Nova,Твоят ден,Явор Божанков,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/20/343509/%D1%8F%D0%B2%D0%BE%D1%80-%D0%B1%D0%BE%D0%B6%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2-%D0%B1%D1%81%D0%BF-%D0%B8%D1%81%D0%BA%D0%B0%D0%BC%D0%B5-%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0%D1%82%D0%B0-%D0%BD%D0%B0-%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BD%D0%B8%D1%8F-%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%8A%D1%80/
2021-10-20,Nova,NOVA Дебати парламентарни избори,Костадин Ангелов,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/20/343503/%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B5%D0%BD-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0-%D1%81%D1%80%D0%B5%D1%89%D1%83-covid-19/
2021-10-20,Nova,NOVA Дебати парламентарни избори,Вълкан Иванов,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://nova.bg/news/view/2021/10/20/343503/%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B5%D0%BD-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0-%D1%81%D1%80%D0%B5%D1%89%D1%83-covid-19/
2021-10-20,Nova,NOVA Дебати парламентарни избори,Георги Михайлов,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/20/343503/%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B5%D0%BD-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0-%D1%81%D1%80%D0%B5%D1%89%D1%83-covid-19/
2021-10-20,Nova,NOVA Дебати парламентарни избори,Желязко Арабаджиев,17 - ДПС,https://nova.bg/news/view/2021/10/20/343503/%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B5%D0%BD-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0-%D1%81%D1%80%D0%B5%D1%89%D1%83-covid-19/
2021-10-20,БНТ,Още от деня,Мая Манолова,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://bnt.bg/news/maya-manolova-kandidat-za-deputat-ot-koaliciya-izpravi-sebg-nie-idvame-v305564-299420news.html
2021-10-20,БНТ,Денят започва,Петър Москов,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://bnt.bg/news/d-r-petar-moskov-kandidat-za-deputat-ot-kp-nacionalno-obedinenie-na-desnicata-v305515-299420news.html
2021-10-20,БНТ,Денят започва,Ивайло Мишев,34 - ПП БЪЛГАРСКА ПРОГРЕСИВНА ЛИНИЯ,https://bnt.bg/news/arh-ivailo-mishev-kandidat-za-deputat-ot-pp-balgarska-progresivna-liniya%C2%A0-v305517-299420news.html
2021-10-20,bTV,Тази сутрин,Горан Благоев,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://btvnovinite.bg/predavania/tazi-sutrin/celite-i-prioritetite-na-goran-blagoev-v-kandidatprezidentskata-nadprevara.html
2021-10-21,Nova,Твоят ден,Волен Сидеров,11 - АТАКА,https://nova.bg/news/view/2021/10/21/343629/%D0%B2%D0%BE%D0%BB%D0%B5%D0%BD-%D1%81%D0%B8%D0%B4%D0%B5%D1%80%D0%BE%D0%B2-%D0%BD%D0%BE%D0%B2%D0%B8%D1%82%D0%B5-%D0%BC%D0%B5%D1%80%D0%BA%D0%B8-%D1%81%D0%B0-%D0%BD%D0%B5%D0%B7%D0%B0%D0%BA%D0%BE%D0%BD%D0%BD%D0%B8/
2021-10-21,Nova,Твоят ден,Радостин Василев,24 - ИТН,https://nova.bg/news/view/2021/10/21/343632/%D1%80%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D0%B8%D0%BD-%D0%B2%D0%B0%D1%81%D0%B8%D0%BB%D0%B5%D0%B2-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%D1%82-%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82-%D0%B8%D0%BC%D0%B0-%D0%B4%D0%B8%D1%81%D0%BA%D1%80%D0%B8%D0%BC%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B5%D0%BD-%D0%B5%D1%84%D0%B5%D0%BA%D1%82/
2021-10-21,Nova,Денят на живо,Валери Симеонов,4 - КП ПАТРИОТИЧЕН ФРОНТ – НФСБ и БДС РАДИКАЛИ и БНДС ЦЕЛОКУПНА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/21/343691/%D1%81%D0%B8%D0%BC%D0%B5%D0%BE%D0%BD%D0%BE%D0%B2-%D0%BC%D0%BE%D0%B6%D0%B5-%D0%B4%D0%B0-%D0%B7%D0%B0%D0%B3%D1%83%D0%B1%D0%B8%D0%BC-12-%D0%BC%D0%BB%D1%80%D0%B4-%D0%BE%D1%82-%D0%BF%D0%BB%D0%B0%D0%BD%D0%B0-%D0%B7%D0%B0-%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D0%B5-%D0%B7%D0%B0%D1%80%D0%B0%D0%B4%D0%B8-%D0%BD%D0%B8%D1%81%D0%BA%D0%B0%D1%82%D0%B0-%D0%B2%D0%B0%D0%BA%D1%81%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D1%8F-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/
2021-10-21,БНТ,Денят започва,Александър Томов,10 - БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,https://bnt.bg/news/aleksandar-tomov-kandidat-za-deputat-ot-balgarska-socialdemokraciya-evrolevica-v305593-299458news.html
2021-10-21,БНТ,Денят започва,Петър Клисаров,29 - ПРЯКА ДЕМОКРАЦИЯ,https://bnt.bg/news/petar-klisarov-kandidat-za-naroden-predstavitel-na-pp-pryaka-demokraciya-v306145-299719news.html
2021-10-21,БНТ,Денят започва,Искрен Веселинов,21 -  ВМРО-БНД,https://bnt.bg/news/iskren-veselinov-kandidat-za-deputat-ot-vmro-bdn%C2%A0-v305687-299520news.html
2021-10-21,bTV,Тази сутрин,Веселин Калановски,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://btvnovinite.bg/predavania/tazi-sutrin/veselin-kalanovski-za-zelenite-sertifikati-i-politikata.html
2021-10-21,БНТ,БНТ Дебати парламентарни избори,Асен Иванов,22 - БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,https://bnt.bg/news/disput-s-uchastieto-na-asen-ivanov-pp-balgarsko-nacionalno-obedinenie-i-georgi-nedelchev-pp-balgarski-sayuz-za-direktna-dem-v305638-299458news.html
