Дата,Телевизия,Предаване,Кандидат,Партия,Линк
2021-10-26,Nova,NOVA Дебати парламентарни избори,Кирил Петков,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://nova.bg/news/view/2021/10/27/344252/%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B5%D0%BD-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%B8%D1%82%D0%B5%D0%BB%D0%BD%D0%B8%D1%82%D0%B5-%D0%BC%D0%B5%D1%80%D0%BA%D0%B8-%D0%B8-%D0%BF%D0%B0%D1%80%D0%B8%D1%82%D0%B5-%D0%BD%D0%B0-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0/
2021-10-26,Nova,NOVA Дебати парламентарни избори,Драгомир Стойнев,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/27/344252/%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B5%D0%BD-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%B8%D1%82%D0%B5%D0%BB%D0%BD%D0%B8%D1%82%D0%B5-%D0%BC%D0%B5%D1%80%D0%BA%D0%B8-%D0%B8-%D0%BF%D0%B0%D1%80%D0%B8%D1%82%D0%B5-%D0%BD%D0%B0-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0/
2021-10-26,Nova,NOVA Дебати парламентарни избори,Мартин Димитров,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://nova.bg/news/view/2021/10/27/344252/%D0%BF%D1%80%D0%B5%D0%B4%D0%B8%D0%B7%D0%B1%D0%BE%D1%80%D0%B5%D0%BD-%D0%B4%D0%B5%D0%B1%D0%B0%D1%82-%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%B8%D1%82%D0%B5%D0%BB%D0%BD%D0%B8%D1%82%D0%B5-%D0%BC%D0%B5%D1%80%D0%BA%D0%B8-%D0%B8-%D0%BF%D0%B0%D1%80%D0%B8%D1%82%D0%B5-%D0%BD%D0%B0-%D0%B4%D1%8A%D1%80%D0%B6%D0%B0%D0%B2%D0%B0%D1%82%D0%B0/
2021-10-27,БНТ,Денят започва,Горан Благоев,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://bnt.bg/news/goran-blagoev-i-d-r-ivelina-georgieva-kandidati-za-prezident-i-viceprezident-na-nacionalno-obedinenie-na-desnicata-v306070-299682news.html
2021-10-27,БНТ,Денят започва,Красимир Стоянов,29 - ПРЯКА ДЕМОКРАЦИЯ,https://bnt.bg/news/krasimir-stoyanov-kandidat-za-naroden-predstavitel-ot-pp-pryaka-demokraciya-v306068-299681news.html
2021-10-27,Nova,Твоят ден,Пламен Данаилов,24 - ИТН,https://nova.bg/news/view/2021/10/27/344269/%D0%BF%D0%BB%D0%B0%D0%BC%D0%B5%D0%BD-%D0%B4%D0%B0%D0%BD%D0%B0%D0%B8%D0%BB%D0%BE%D0%B2-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%D1%82-%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82-%D0%B5-%D1%87%D0%B0%D1%81%D1%82%D0%B8%D1%87%D0%B5%D0%BD-%D0%BB%D0%BE%D0%BA%D0%B4%D0%B0%D1%83%D0%BD/
2021-10-27,БНТ,Денят започва,Лало Кирилов,34 - ПП БЪЛГАРСКА ПРОГРЕСИВНА ЛИНИЯ,https://bnt.bg/news/lalo-kirilov-kandidat-za-naroden-predstavitel-ot-balgarska-progresivna-liniya-v306069-299681news.html
2021-10-27,bTV,Лице в лице,Красимир Каракачанов,21 -  ВМРО-БНД,https://btvnovinite.bg/predavania/lice-v-lice/karakachanov-aktovete-na-petkov-kato-sluzheben-ministar-sa-nezakonni.html
2021-10-27,bTV,Тази сутрин,Валери Симеонов,4 - КП ПАТРИОТИЧЕН ФРОНТ – НФСБ и БДС РАДИКАЛИ и БНДС ЦЕЛОКУПНА БЪЛГАРИЯ,https://btvnovinite.bg/predavania/tazi-sutrin/valeri-simeonov-mjarkata-za-zelen-sertifikat-e-pravilna.html
2021-10-27,БНТ,БНТ Дебати парламентарни избори,Цветозар Захариев,13 - ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ“,https://bnt.bg/news/disput-s-uchastieto-na-cvetozar-zahariev-ot-pp-obshtestvo-za-nova-balgariya-bonka-vasileva-ot-kp-demokratichna-balgariya-anton-v306096-299681news.html
2021-10-27,БНТ,БНТ Дебати парламентарни избори,Бонка Василева,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://bnt.bg/news/disput-s-uchastieto-na-cvetozar-zahariev-ot-pp-obshtestvo-za-nova-balgariya-bonka-vasileva-ot-kp-demokratichna-balgariya-anton-v306096-299681news.html
2021-10-27,БНТ,БНТ Дебати парламентарни избори,Антон Лашев,27 - БЛАГОДЕНСТВИЕ – ОБЕДИНЕНИЕ – ГРАДИВНОСТ,https://bnt.bg/news/disput-s-uchastieto-na-cvetozar-zahariev-ot-pp-obshtestvo-za-nova-balgariya-bonka-vasileva-ot-kp-demokratichna-balgariya-anton-v306096-299681news.html
2021-10-27,БНТ,Още от деня,Симеон Славчев,26 - МИР,https://bnt.bg/news/simeon-slavchev-kandidat-za-naroden-predstavitel-ot-pp-mir-v306115-299681news.html
2021-10-27,БНТ,Още от деня,Мария Колева,20 - ПРАВОТО,https://bnt.bg/news/mariya-koleva-kandidat-za-prezident-ot-pp-pravoto-v306116-299682news.html
2021-10-27,БНТ,Още от деня,Цвета Кирилова,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/cveta-kirilova-i-georgi-tutanov-kandidati-za-prezident-i-viceprezident-izdignati-ot-iniciativen-komitet-v306117-299682news.html
2021-10-27,БНТ,Кандидатите,Милен Михов,21 -  ВМРО-БНД,https://bnt.bg/news/doc-milen-mihov-i-mariya-cvetkova-kandidati-za-prezident-i-viceprezident-na-pp-vmro-balgarsko-nacionalno-dvizhenie-v306127-299682news.html
2021-10-28,bTV,Тази сутрин,Никола Вапцаров,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://btvnovinite.bg/predavania/tazi-sutrin/kandidat-deputati-ot-grazhdanskite-kvoti-nikola-vapcarov-ot-ibgni.html
2021-10-28,БНТ,Денят започва,Красимир Каракачанов,21 -  ВМРО-БНД,https://bnt.bg/news/krasimir-karakachanov-kandidat-za-naroden-predstavitel-na-vmro-balgarsko-nacionalno-dvizhenie-v306144-299719news.html
2021-10-28,БНТ,Денят започва,Петър Клисаров,29 - ПРЯКА ДЕМОКРАЦИЯ,https://bnt.bg/news/petar-klisarov-kandidat-za-naroden-predstavitel-na-pp-pryaka-demokraciya-v306145-299719news.html
2021-10-28,БНТ,БНТ Дебати парламентарни избори,Костадин Костадинов,5 - ВЪЗРАЖДАНЕ,https://bnt.bg/news/disput-ot-predizbornata-kampaniya-za-predstoyashtite-predsrochni-parlamentarni-izbori-v306185-299719news.html
2021-10-28,БНТ,БНТ Дебати парламентарни избори,Даниел Георгиев,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://bnt.bg/news/disput-ot-predizbornata-kampaniya-za-predstoyashtite-predsrochni-parlamentarni-izbori-v306185-299719news.html
2021-10-28,БНТ,Още от деня,Методи Бъчваров,22 - БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,https://bnt.bg/news/metodi-bachvarov-kandidat-za-naroden-predstavitel-ot-bno-v306200-299719news.html
2021-10-28,БНТ,Денят започва,Росен Миленов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/rosen-milenov-kandidat-za-prezident-i-ivan-ivanov-kandidat-za-viceprezident-izdignati-ot-iniciativen-komitet-v306218-299718news.html
2021-10-28,БНТ,Още от деня,Боян Расате,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/boyan-rasate-kandidat-za-prezident-izdignat-ot-iniciativet-komitet-v306201-299718news.html
2021-10-28,БНТ,Кандидатите,Росен Миленов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/rosen-milenov-kandidat-za-prezident-i-ivan-ivanov-kandidat-za-viceprezident-izdignati-ot-iniciativen-komitet-v306218-299718news.html
2021-10-28,БНТ,Кандидатите,Иван Иванов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/rosen-milenov-kandidat-za-prezident-i-ivan-ivanov-kandidat-za-viceprezident-izdignati-ot-iniciativen-komitet-v306218-299718news.html
2021-10-28,bTV,Лице в лице,Асен Василев,25 - ПРОДЪЛЖАВАМЕ ПРОМЯНАТА,https://btvnovinite.bg/predavania/lice-v-lice/novite-izbori-sblasak-mezhdu-asen-vasilev-i-ljubomir-karimanski.html
2021-10-28,bTV,Лице в лице,Любомир Каримански,24 - ИТН,https://btvnovinite.bg/predavania/lice-v-lice/novite-izbori-sblasak-mezhdu-asen-vasilev-i-ljubomir-karimanski.html
2021-10-28,Nova,Денят на живо,Асен Балтов,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/28/344475/%D0%BF%D1%80%D0%BE%D1%84-%D0%B1%D0%B0%D0%BB%D1%82%D0%BE%D0%B2-%D0%B4%D0%BE%D0%B1%D1%80%D0%B5-%D0%B5-%D0%B4%D0%B0-%D0%B8%D0%BC%D0%B0-%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82-%D0%B8-%D0%B7%D0%B0-%D0%B4%D0%B5%D0%BF%D1%83%D1%82%D0%B0%D1%82%D0%B8%D1%82%D0%B5-%D0%B2%D0%B8%D0%B4%D0%B5%D0%BE/
2021-10-29,БНТ,Денят започва,Адриан Филипов,34 - ПП БЪЛГАРСКА ПРОГРЕСИВНА ЛИНИЯ,https://bnt.bg/news/adrian-filipov-kandidat-za-naroden-predstavitel-ot-balgarska-progresivna-liniya-v306239-299786news.html
2021-10-29,БНТ,Денят започва,Петър Маринов,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://bnt.bg/news/petar-marinov-kandidat-za-naroden-predstavitel-ot-demokratichna-balgariya-v306257-299786news.html
2021-10-29,БНТ,Още от деня,Волен Сидеров,11 - АТАКА,https://bnt.bg/news/volen-siderov-kandidat-za-naroden-predstavitel-ot-pp-ataka-v306290-299786news.html
2021-10-29,БНТ,Денят започва,Лозан Панов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/lozan-panov-kandidat-za-prezident-izdignat-ot-iniciativen-komitet-v306241-299787news.html
2021-10-29,БНТ,Панорама,Николай Малинов,2 - РУСОФИЛИ ЗА ВЪЗРАЖДАНЕ НА ОТЕЧЕСТВОТО,https://bnt.bg/news/panorama-29102021-299747news.html
2021-10-29,БНТ,Панорама,Красимир Янков,34 - ПП БЪЛГАРСКА ПРОГРЕСИВНА ЛИНИЯ,https://bnt.bg/news/panorama-29102021-299747news.html
2021-10-29,БНТ,Панорама,Мирослав Паскалев,22 - БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,https://bnt.bg/news/panorama-29102021-299747news.html
2021-10-29,БНТ,Панорама,Маргарит Мицев,13 - ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ“,https://bnt.bg/news/panorama-29102021-299747news.html
2021-10-29,БНТ,Панорама,Иван Габеров,27 - БЛАГОДЕНСТВИЕ – ОБЕДИНЕНИЕ – ГРАДИВНОСТ,https://bnt.bg/news/panorama-29102021-299747news.html
2021-10-29,БНТ,БНТ Дебати президентски избори,Георги Георгиев,22 - БЪЛГАРСКО НАЦИОНАЛНО ОБЕДИНЕНИЕ,https://bnt.bg/news/disput-s-uchastieto-na-georgi-georgiev-kandidat-za-prezident-balgarsko-nacionalno-obedinenie%C2%A0yolo-denev-kandidat-za-prezi-v306274-299787news.html
2021-10-29,БНТ,БНТ Дебати президентски избори,Йоло Денев,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/disput-s-uchastieto-na-georgi-georgiev-kandidat-za-prezident-balgarsko-nacionalno-obedinenie%C2%A0yolo-denev-kandidat-za-prezi-v306274-299787news.html
2021-10-29,БНТ,БНТ Дебати президентски избори,Росен Миленов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/disput-s-uchastieto-na-georgi-georgiev-kandidat-za-prezident-balgarsko-nacionalno-obedinenie%C2%A0yolo-denev-kandidat-za-prezi-v306274-299787news.html
2021-10-29,БНТ,БНТ Дебати президентски избори,Калин Крулев,13 - ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ“,https://bnt.bg/news/disput-s-uchastieto-na-georgi-georgiev-kandidat-za-prezident-balgarsko-nacionalno-obedinenie%C2%A0yolo-denev-kandidat-za-prezi-v306274-299787news.html
2021-10-29,БНТ,Още от деня,Анастас Герджиков,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/prof-anastas-gerjikov-kandidat-za-prezident-izdignat-ot-ik-v306289-299787news.html
2021-10-29,БНТ,Още от деня,Луна Йорданова,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/luna-yordanova-kandidat-za-prezident-izdignata-ot-ik-v306291-299787news.html
2021-10-29,БНТ,Кандидатите,Жельо Желев,13 - ОБЩЕСТВО ЗА НОВА БЪЛГАРИЯ“,https://bnt.bg/news/zhelyo-zhelev-kandidat-za-prezident-izdignat-ot-pp-obshtestvo-za-nova-balgariya-v306304-299787news.html
2021-10-30,БНТ,Денят започва с Георги Любенов,Магдалена Ташева,11 - АТАКА,https://bnt.bg/news/magdalena-tasheva-kandidat-za-naroden-predstavitel-ot-pp-ataka-v306313-299820news.html
2021-10-30,БНТ,Денят започва с Георги Любенов,Стоян Мирчев,33 - БСП ЗА БЪЛГАРИЯ,https://bnt.bg/news/stoyan-mirchev-kandidat-za-naroden-predstavitel-ot-kp-bsp-za-balgariya-v306314-299820news.html
2021-10-30,БНТ,Денят започва с Георги Любенов,Ангел Джамбазки,21 -  ВМРО-БНД,https://bnt.bg/news/angel-jambazki-kandidat-za-naroden-predstavitel-ot-pp-vmro-balgarsko-nacionalno-dvizhenie-v306315-299820news.html
2021-10-29,bTV,Тази сутрин,Цвета Кирилова,0 - НЕЗАВИСИМ КАНДИДАТ,https://btvnovinite.bg/predavania/tazi-sutrin/cveta-kirilova-prezidentat-iska-da-prevarne-darzhavata-ni-v-prezidentska-republika.html
2021-10-29,bTV,Лице в лице,Костадин Костадинов,5 - ВЪЗРАЖДАНЕ,https://btvnovinite.bg/predavania/lice-v-lice/pandemijata-i-merkite-sreshtu-covid-19-prez-pogleda-na-kostadin-kostadinov.html
2021-10-30,bTV,Тази събота и неделя,Невяна Митева,0 - НЕЗАВИСИМ КАНДИДАТ,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-kandidatat-za-viceprezident-nevjana-miteva.html
2021-10-29,bTV,Лице в лице,Атанас Атанасов,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://www.btv.bg/video/shows/lice-v-lice/videos/atanas-atanasov-uzhasen-sam-ot-nachina-po-kojto-se-kupuva-vot.html
2021-10-30,bTV,Тази събота и неделя,Таня Андреева,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://btvnovinite.bg/predavania/tazi-sabota-i-nedelia/lichno-intervju-kandidat-deputatat-ot-demokratichna-balgarija-d-r-tanja-andreeva.html
2021-10-30,Nova,Събуди се,Лозан Панов,0 - НЕЗАВИСИМ КАНДИДАТ,https://nova.bg/news/view/2021/10/30/344645/%D0%BA%D0%B0%D0%BA-%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2-%D0%B8-%D0%BC%D0%BE%D0%B0%D1%81%D0%B5-%D0%BE%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D1%8F%D1%82-%D0%BE%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8%D1%82%D0%B5-%D1%81%D0%B8/
2021-10-30,Nova,Събуди се,Мария Касимова-Моасе,0 - НЕЗАВИСИМ КАНДИДАТ,https://nova.bg/news/view/2021/10/30/344645/%D0%BA%D0%B0%D0%BA-%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2-%D0%B8-%D0%BC%D0%BE%D0%B0%D1%81%D0%B5-%D0%BE%D0%BF%D1%80%D0%B5%D0%B4%D0%B5%D0%BB%D1%8F%D1%82-%D0%BE%D0%BF%D0%BE%D0%BD%D0%B5%D0%BD%D1%82%D0%B8%D1%82%D0%B5-%D1%81%D0%B8/
2021-10-29,Nova,Твоят ден,Валери Симеонов,4 - КП ПАТРИОТИЧЕН ФРОНТ – НФСБ и БДС РАДИКАЛИ и БНДС ЦЕЛОКУПНА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/29/344538/%D0%B2%D0%B0%D0%BB%D0%B5%D1%80%D0%B8-%D1%81%D0%B8%D0%BC%D0%B5%D0%BE%D0%BD%D0%BE%D0%B2-%D1%80%D1%83%D1%81%D0%B8%D1%8F-%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B8%D1%80%D0%B0-%D1%85%D0%B8%D0%B1%D1%80%D0%B8%D0%B4%D0%BD%D0%B0-%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0-%D0%B2-%D0%B1%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D0%B8%D1%8F/
2021-10-29,Nova,Твоят ден,Радомир Чолаков,32 - ГЕРБ-СДС,https://nova.bg/news/view/2021/10/29/344549/%D1%87%D0%BE%D0%BB%D0%B0%D0%BA%D0%BE%D0%B2-%D0%BD%D0%B5%D0%BB%D0%B5%D0%BF%D0%B8-%D1%81%D0%B0-%D0%BE%D0%B1%D0%B2%D0%B8%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F%D1%82%D0%B0-%D0%B7%D0%B0-%D0%BE%D1%82%D0%BA%D1%80%D0%B0%D0%B4%D0%BD%D0%B0%D1%82%D0%B8-8-%D0%BC%D0%B8%D0%BB%D0%B8%D0%B0%D1%80%D0%B4%D0%B0-%D0%BB%D0%B5%D0%B2%D0%B0-%D0%BE%D1%82-%D1%85%D0%B0%D0%B7%D0%BD%D0%B0%D1%82%D0%B0/
2021-10-29,Nova,Денят на живо,Галентин Грозев,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://nova.bg/news/view/2021/10/29/344606/%D0%B3%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD-%D0%B3%D1%80%D0%BE%D0%B7%D0%B5%D0%B2-%D0%BD%D1%8F%D0%BC%D0%B0-%D0%B4%D0%B0-%D0%B5-%D0%B8%D0%B7%D0%BD%D0%B5%D0%BD%D0%B0%D0%B4%D0%B0-%D0%B0%D0%BA%D0%BE-%D0%B8-%D0%BF%D0%BE%D0%BB%D0%B8%D1%86%D0%B0%D0%B8%D1%82%D0%B5-%D0%B8%D0%B7%D0%BB%D1%8F%D0%B7%D0%B0%D1%82-%D0%BD%D0%B0-%D0%BF%D1%80%D0%BE%D1%82%D0%B5%D1%81%D1%82-%D1%81%D1%80%D0%B5%D1%89%D1%83-%D0%B2%D0%B0%D0%BA%D1%81%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D1%8F/
2021-10-29,Nova,Денят на живо,Милко Багдасаров,33 - БСП ЗА БЪЛГАРИЯ,https://nova.bg/news/view/2021/10/29/344609/%D1%83%D1%87%D0%B8%D1%82%D0%B5%D0%BB%D0%B8-%D0%BF%D1%80%D0%B5%D0%B4%D0%BB%D0%B0%D0%B3%D0%B0%D1%82-%D0%B4%D0%B0-%D0%BD%D0%B5-%D1%81%D0%B5-%D0%B1%D1%8A%D1%80%D0%B7%D0%B0-%D1%81-%D1%82%D0%B5%D1%81%D1%82%D0%BE%D0%B2%D0%B5%D1%82%D0%B5-%D0%B2-%D1%83%D1%87%D0%B8%D0%BB%D0%B8%D1%89%D0%B5-%D0%BF%D1%80%D0%B5%D0%B4%D0%B8-%D0%B4%D0%B0-%D0%B2-%D1%8F%D1%81%D0%B5%D0%BD-%D0%BC%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D0%B7%D0%BC%D1%8A%D1%82-%D0%B7%D0%B0-%D0%BF%D1%80%D0%B8%D0%BB%D0%B0%D0%B3%D0%B0%D0%BD%D0%B5%D1%82%D0%BE-%D0%B8%D0%BC/
2021-10-30,Nova,Събуди се,Ива Митева,24 - ИТН,https://nova.bg/news/view/2021/10/30/344652/%D0%B8%D0%B2%D0%B0-%D0%BC%D0%B8%D1%82%D0%B5%D0%B2%D0%B0-%D0%B0%D0%BA%D0%BE-%D0%BE%D1%82%D0%BD%D0%BE%D0%B2%D0%BE-%D0%BD%D0%B5-%D1%81%D1%8A%D1%81%D1%82%D0%B0%D0%B2%D0%B8%D0%BC-%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE-%D0%BD%D1%8F%D0%BC%D0%B0-%D1%81%D0%BC%D0%B8%D1%81%D1%8A%D0%BB-%D0%B4%D0%B0-%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B2%D0%B0%D0%BC-%D0%B2-%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0%D1%82%D0%B0/
2021-10-30,БНТ,Денят започва с Георги Любенов,Росен Миленов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/rosen-milenov-kandidat-za-prezident-izdignat-ot-iniciativen-komitet-v306311-299819news.html
2021-10-30,БНТ,Денят започва с Георги Любенов,Александър Томов,10 - БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,https://bnt.bg/news/prof-aleksandar-tomov-kandidat-za-prezident-izdignat-ot-pp-balgarska-socialdemokraciya-evrolevica-v306312-299819news.html
2021-10-30,Nova,Офанзива,Анастас Герджиков,0 - НЕЗАВИСИМ КАНДИДАТ,https://nova.bg/news/view/2021/10/30/344697/%D0%BF%D1%80%D0%BE%D1%84-%D0%B3%D0%B5%D1%80%D0%B4%D0%B6%D0%B8%D0%BA%D0%BE%D0%B2-%D0%BD%D0%B5-%D1%81%D1%8A%D0%BC-%D0%BD%D0%B5%D1%80%D0%B5%D1%88%D0%B8%D1%82%D0%B5%D0%BB%D0%B5%D0%BD-%D1%87%D0%BE%D0%B2%D0%B5%D0%BA-%D0%BD%D0%BE-%D0%BD%D0%B5-%D1%80%D0%B0%D0%B7%D0%BC%D0%B0%D1%85%D0%B2%D0%B0%D0%BC-%D1%8E%D0%BC%D1%80%D1%83%D0%BA-%D0%B0-%D0%BF%D1%80%D0%BE%D1%82%D1%8F%D0%B3%D0%B0%D0%BC-%D1%80%D1%8A%D0%BA%D0%B0/
2021-10-30,БНТ,Говори сега,Николай Хаджигенов,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://bnt.bg/news/nikolai-hajigenov-kandidat-za-naroden-predstavitel-ot-izpravi-se-bg-nie-idvame-v306353-299820news.html
2021-10-30,БНТ,Говори сега,Иван Велов,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://bnt.bg/news/ivan-velov-kandidat-za-naroden-predstavitel-ot-kp-demokratichna-balgariya-obedinenie-zeleno-dvizhenie-v306354-299820news.html
2021-10-30,БНТ,Говори сега,Мария Цветкова,21 -  ВМРО-БНД,https://bnt.bg/news/mariya-cvetkova-kandidat-za-viceprezident-izdignat-ot-pp-vmro-balgarsko-nacionalno-dvizhenie-v306351-299819news.html
2021-10-30,БНТ,Говори сега,Валери Симеонов,4 - КП ПАТРИОТИЧЕН ФРОНТ – НФСБ и БДС РАДИКАЛИ и БНДС ЦЕЛОКУПНА БЪЛГАРИЯ,https://bnt.bg/news/valeri-simeonov-kandidat-za-prezident-na-patriotichen-front-nfsb-bds-radikali-bnds-celokupna-balgariya-v306352-299819news.html
2021-10-30,БНТ,Кандидатите,Луна Йорданова,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/luna-yordanova-kandidat-za-prezident-izdignat-ot-iniciativen-komitet-v306371-299819news.html
2021-10-31,БНТ,Денят започва с Георги Любенов,Татяна Дончева,31 - ИЗПРАВИ СЕ БГ! НИЕ ИДВАМЕ!,https://bnt.bg/news/tatyana-doncheva-kandidat-za-naroden-predstavitel-ot-kp-izpravi-se-bg-nie-idvame-v306385-299837news.html
2021-10-31,БНТ,Денят започва с Георги Любенов,Волен Сидеров,11 - АТАКА,https://bnt.bg/news/volen-siderov-kandidat-za-naroden-predstavitel-ot-pp-ataka-v306386-299837news.html
2021-10-31,БНТ,Денят започва с Георги Любенов,Владислав Панев,30 - ДЕМОКРАТИЧНА БЪЛГАРИЯ – ОБЕДИНЕНИЕ,https://bnt.bg/news/vladislav-panev-kandidat-za-naroden-predstavitel-ot-kp-demokratichna-balgariya-obedinenie-v306387-299837news.html
2021-10-31,БНТ,Говори сега,Велизар Енчев,33 - БСП ЗА БЪЛГАРИЯ,https://bnt.bg/news/velizar-enchev-kandidat-za-naroden-predstavitel-izdignat-ot-kp-bsp-za-balgariya-v306431-299837news.html
2021-10-31,БНТ,Говори сега,Юлиан Ангелов,21 -  ВМРО-БНД,https://bnt.bg/news/yulian-angelov-kandidat-za-naroden-predstavitel-izdignat-ot-pp-vmro-balgarsko-nacionalno-dvizhenie-v306432-299837news.html
2021-10-31,БНТ,Денят започва с Георги Любенов,Мария Цветкова,21 -  ВМРО-БНД,https://bnt.bg/news/mariya-cvetkova-kandidat-za-viceprezident-izdignat-ot-kp-vmro-balgarsko-nacionalno-dvizhenie-v306383-299836news.html
2021-10-31,БНТ,Денят започва с Георги Любенов,Горан Благоев,7 - НАЦИОНАЛНО ОБЕДИНЕНИЕ НА ДЕСНИЦАТА,https://bnt.bg/news/goran-blagoev-kandidat-za-prezident-izdignat-ot-kp-nacionalno-obedinenie-na-desnicata-v306384-299836news.html
2021-10-31,БНТ,Говори сега,Лозан Панов,0 - НЕЗАВИСИМ КАНДИДАТ,https://bnt.bg/news/lozan-panov-kandidat-za-prezident-izdignat-ot-iniciativen-komitet-v306429-299836news.html
2021-10-31,БНТ,Говори сега,Лъчезар Аврамов,10 - БЪЛГАРСКА СОЦИАЛДЕМОКРАЦИЯ – ЕВРОЛЕВИЦА,https://bnt.bg/news/prof-lachezar-avramov-kandidat-za-viceprezident-izdignat-ot-pp-balgarska-socialdemokraciya-evrolevica-v306430-299836news.html
2021-11-01,БНТ,Денят започва,Деян Николов,5 - ВЪЗРАЖДАНЕ,https://bnt.bg/news/deyan-nikolov-kandidat-za-deputat-ot-pp-vazrazhdane-v306468-299857news.html
2021-11-01,БНТ,Денят започва,Симеон Славчев,26 - МИР,https://bnt.bg/news/simeon-slavchev-kandidat-za-deputat-ot-partiya-mir-v306469-299857news.html
